111.8182847,0.759098787,0.8
144.8654099,0.733766234,0.7
195.3030941,0.477272727,0.1
123.5549671,0.605734767,0.7
77.67660634,0.802325581,0.5
172.3400209,0.744548287,0
117.0734681,0.495621716,0
244.6995503,0.556994819,0
335.2843649,0.5,0
323.7378375,0.849287169,0
142.7936464,0.731707317,0.1
75.38319226,0.1995842,0
205.4654467,0.644927536,0
149.8495436,0.656509695,0
160.1871777,0.831932773,0.8
226.4108628,0.674496644,0.3
21.32068254,0.818181818,0.7
94.07420692,0.890784983,0
101.1310793,0.734317343,0
159.4969664,0.698795181,0.3
80.04370759,0.81239531,0
294.9439832,0.821882952,0.8
154.3532138,0.792397661,0
429.7371705,0.468,0
219.1795108,0.691176471,0
33.25547513,0.488888889,0.9
279.2086466,0.407563025,0
85.70270512,0.724637681,0
236.316433,0.656804734,0
86.97220262,0.765472313,0
59.73135269,0.698412698,0
290.6433803,0.926008969,0.1
238.9385821,0.578947368,0.1
50.13355301,0.635327635,0
265.3224158,0.824351297,0.8
379.7333226,0.688053097,0.1
329.7867902,0.8,0
201.8614782,0.786585366,0
125.9625017,0.885375494,0
148.2078288,0.69212963,0.1
183.8883038,0.696569921,0.2
17.03783846,0.803030303,0
325.2809569,0.625899281,0
207.6846187,0.576315789,0
324.806923,0.528688525,0
270.0093863,0.535714286,0.4
162.146037,0.436842105,0
96.65874999,0.510526316,0.7
162.0349401,0.79064588,0
159.5123366,0.684636119,0
181.6312151,0.674783334,0.184
